"domain","score","top_issue","product_count","ai_mentions","audit_url","tier_target","subject_line","message_body","target_score","pitch_angle"
"everlane.com","58","No bullet list in the description. AI agents parse structured lists much more reliably than prose.","250","9936","https://aicatalogscore.com/audit/everlane.com","Growth","Everlane's AI catalog score: 58/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Everlane just scored 58/100 in our public audit. The top issue is: No bullet list in the description. AI agents parse structured lists much more reliably than prose.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/everlane.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 250 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","68","two big jumps available"
"manduka.com","58","No bullet list in the description. AI agents parse structured lists much more reliably than prose.","98","3203","https://aicatalogscore.com/audit/manduka.com","Growth","Manduka's AI catalog score: 58/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Manduka just scored 58/100 in our public audit. The top issue is: No bullet list in the description. AI agents parse structured lists much more reliably than prose.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/manduka.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 98 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","68","two big jumps available"
"thetiebar.com","58","No bullet list in the description. AI agents parse structured lists much more reliably than prose.","250","1496","https://aicatalogscore.com/audit/thetiebar.com","Growth","Thetiebar's AI catalog score: 58/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Thetiebar just scored 58/100 in our public audit. The top issue is: No bullet list in the description. AI agents parse structured lists much more reliably than prose.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/thetiebar.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 250 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","68","two big jumps available"
"melissaanddoug.com","57","Title has no factual marker (material, spec, ingredient). AI matches better with at least one.","250","1444","https://aicatalogscore.com/audit/melissaanddoug.com","Growth","Melissaanddoug's AI catalog score: 57/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Melissaanddoug just scored 57/100 in our public audit. The top issue is: Title has no factual marker (material, spec, ingredient). AI matches better with at least one.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/melissaanddoug.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 250 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","67","two big jumps available"
"greentoys.com","55","Title length is 20 characters. Aim for 30 to 80 for AI matching.","74","1104","https://aicatalogscore.com/audit/greentoys.com","Growth","Greentoys' AI catalog score: 55/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Greentoys just scored 55/100 in our public audit. The top issue is: Title length is 20 characters. Aim for 30 to 80 for AI matching.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/greentoys.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 74 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","65","two big jumps available"
"ministryofsupply.com","54","Title has no factual marker (material, spec, ingredient). AI matches better with at least one.","250","3502","https://aicatalogscore.com/audit/ministryofsupply.com","Growth","Ministryofsupply's AI catalog score: 54/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Ministryofsupply just scored 54/100 in our public audit. The top issue is: Title has no factual marker (material, spec, ingredient). AI matches better with at least one.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/ministryofsupply.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 250 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","64","two big jumps available"
"beeswrap.com","54","Title length is 15 characters. Aim for 30 to 80 for AI matching.","29","1350","https://aicatalogscore.com/audit/beeswrap.com","Free","Beeswrap's AI catalog score: 54/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Beeswrap just scored 54/100 in our public audit. The top issue is: Title length is 15 characters. Aim for 30 to 80 for AI matching.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/beeswrap.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: the Free plan covers up to 50 SKUs, which is your full 29-product catalog. No card required.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","64","two big jumps available"
"blackdiamondequipment.com","53","No bullet list in the description. AI agents parse structured lists much more reliably than prose.","250","2105","https://aicatalogscore.com/audit/blackdiamondequipment.com","Growth","Blackdiamondequipment's AI catalog score: 53/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Blackdiamondequipment just scored 53/100 in our public audit. The top issue is: No bullet list in the description. AI agents parse structured lists much more reliably than prose.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/blackdiamondequipment.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 250 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","63","two big jumps available"
"woolandprince.com","53","Title length is 16 characters. Aim for 30 to 80 for AI matching.","167","1214","https://aicatalogscore.com/audit/woolandprince.com","Growth","Woolandprince's AI catalog score: 53/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Woolandprince just scored 53/100 in our public audit. The top issue is: Title length is 16 characters. Aim for 30 to 80 for AI matching.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/woolandprince.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 167 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","63","two big jumps available"
"outdoorvoices.com","52","No bullet list in the description. AI agents parse structured lists much more reliably than prose.","250","2550","https://aicatalogscore.com/audit/outdoorvoices.com","Growth","Outdoor Voices' AI catalog score: 52/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Outdoor Voices just scored 52/100 in our public audit. The top issue is: No bullet list in the description. AI agents parse structured lists much more reliably than prose.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/outdoorvoices.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 250 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","62","two big jumps available"
"tentree.com","51","Title has no factual marker (material, spec, ingredient). AI matches better with at least one.","250","4071","https://aicatalogscore.com/audit/tentree.com","Growth","Tentree's AI catalog score: 51/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Tentree just scored 51/100 in our public audit. The top issue is: Title has no factual marker (material, spec, ingredient). AI matches better with at least one.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/tentree.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 250 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","61","two big jumps available"
"organicbasics.com","51","Title has no factual marker (material, spec, ingredient). AI matches better with at least one.","250","1106","https://aicatalogscore.com/audit/organicbasics.com","Growth","Organicbasics' AI catalog score: 51/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Organicbasics just scored 51/100 in our public audit. The top issue is: Title has no factual marker (material, spec, ingredient). AI matches better with at least one.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/organicbasics.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 250 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","61","two big jumps available"
"harney.com","51","Title has no factual marker (material, spec, ingredient). AI matches better with at least one.","250","1051","https://aicatalogscore.com/audit/harney.com","Growth","Harney's AI catalog score: 51/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Harney just scored 51/100 in our public audit. The top issue is: Title has no factual marker (material, spec, ingredient). AI matches better with at least one.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/harney.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 250 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","61","two big jumps available"
"wyze.com","50","Title has no factual marker (material, spec, ingredient). AI matches better with at least one.","250","977","https://aicatalogscore.com/audit/wyze.com","Growth","Wyze's AI catalog score: 50/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Wyze just scored 50/100 in our public audit. The top issue is: Title has no factual marker (material, spec, ingredient). AI matches better with at least one.

You're in the middle of the pack. The two biggest jumps in our rubric are adding 3 vertical-relevant metafields per product (worth 12 points) and rewriting descriptions with bulleted spec lists (worth 8 points).

Full breakdown without install: https://aicatalogscore.com/audit/wyze.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 250 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","60","two big jumps available"
"counterculturecoffee.com","49","Title has no factual marker (material, spec, ingredient). AI matches better with at least one.","167","970","https://aicatalogscore.com/audit/counterculturecoffee.com","Growth","Counterculturecoffee's AI catalog score: 49/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Counterculturecoffee just scored 49/100 in our public audit. The top issue is: Title has no factual marker (material, spec, ingredient). AI matches better with at least one.

The catalog is leaving most of the rubric on the table. Five quick wins move you 30 points: product-type noun in titles, ≥150-word descriptions with at least one bullet list, three factual markers per product, image alt text, and seo.title disambiguation.

Full breakdown without install: https://aicatalogscore.com/audit/counterculturecoffee.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 167 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","59","fast catch-up"
"plantoys.com","48","Title has no factual marker (material, spec, ingredient). AI matches better with at least one.","250","1226","https://aicatalogscore.com/audit/plantoys.com","Growth","Plantoys' AI catalog score: 48/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Plantoys just scored 48/100 in our public audit. The top issue is: Title has no factual marker (material, spec, ingredient). AI matches better with at least one.

The catalog is leaving most of the rubric on the table. Five quick wins move you 30 points: product-type noun in titles, ≥150-word descriptions with at least one bullet list, three factual markers per product, image alt text, and seo.title disambiguation.

Full breakdown without install: https://aicatalogscore.com/audit/plantoys.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 250 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","58","fast catch-up"
"blundstone.com","47","Product type ""Boots"" is missing from the title. AI agents use it for category matching.","214","1216","https://aicatalogscore.com/audit/blundstone.com","Growth","Blundstone's AI catalog score: 47/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Blundstone just scored 47/100 in our public audit. The top issue is: Product type ""Boots"" is missing from the title. AI agents use it for category matching.

The catalog is leaving most of the rubric on the table. Five quick wins move you 30 points: product-type noun in titles, ≥150-word descriptions with at least one bullet list, three factual markers per product, image alt text, and seo.title disambiguation.

Full breakdown without install: https://aicatalogscore.com/audit/blundstone.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 214 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","57","fast catch-up"
"altrarunning.com","43","No bullet list in the description. AI agents parse structured lists much more reliably than prose.","250","1061","https://aicatalogscore.com/audit/altrarunning.com","Growth","Altrarunning's AI catalog score: 43/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Altrarunning just scored 43/100 in our public audit. The top issue is: No bullet list in the description. AI agents parse structured lists much more reliably than prose.

The catalog is leaving most of the rubric on the table. Five quick wins move you 30 points: product-type noun in titles, ≥150-word descriptions with at least one bullet list, three factual markers per product, image alt text, and seo.title disambiguation.

Full breakdown without install: https://aicatalogscore.com/audit/altrarunning.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 250 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","53","fast catch-up"
"peets.com","41","Description only has 7 words. Too short for AI matching, aim for 150 or more.","250","1225","https://aicatalogscore.com/audit/peets.com","Growth","Peets' AI catalog score: 41/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Peets just scored 41/100 in our public audit. The top issue is: Description only has 7 words. Too short for AI matching, aim for 150 or more.

The catalog is leaving most of the rubric on the table. Five quick wins move you 30 points: product-type noun in titles, ≥150-word descriptions with at least one bullet list, three factual markers per product, image alt text, and seo.title disambiguation.

Full breakdown without install: https://aicatalogscore.com/audit/peets.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 250 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","51","fast catch-up"
"tatcha.com","35","Description only has 0 words. Too short for AI matching, aim for 150 or more.","130","1246","https://aicatalogscore.com/audit/tatcha.com","Growth","Tatcha's AI catalog score: 35/100","Hi there,

We benchmark how AI shopping agents (ChatGPT, Claude, Gemini, Perplexity) read Shopify catalogs. Tatcha just scored 35/100 in our public audit. The top issue is: Description only has 0 words. Too short for AI matching, aim for 150 or more.

The catalog is leaving most of the rubric on the table. Five quick wins move you 30 points: product-type noun in titles, ≥150-word descriptions with at least one bullet list, three factual markers per product, image alt text, and seo.title disambiguation.

Full breakdown without install: https://aicatalogscore.com/audit/tatcha.com
App Store listing: https://apps.shopify.com/ai-catalog-score

Our app rewrites the top issues with one click and lets you verify the revenue lift causally. Pricing: Free plan up to 50 SKUs to test the app on a slice of your catalog. For your 130 products the Growth plan at $49/mo is the fit.

If this is useful, hit reply and I'll walk you through the biggest two fixes for your specific catalog.

Best,
[Your name]","45","fast catch-up"
